country,date,case_age_00_19,case_age_20_39,case_age_40_59,case_age_60over,case_total
NLD,2020/8/17,65,229,136,76,506
NLD,2020/8/18,72,250,127,45,494
NLD,2020/8/19,71,269,106,60,506
NLD,2020/8/20,54,241,141,44,480
NLD,2020/8/21,67,221,129,51,468
NLD,2020/8/22,75,276,136,51,538
NLD,2020/8/23,70,262,115,63,510
NLD,2020/8/24,71,295,153,58,577
NLD,2020/8/25,88,312,132,69,601
NLD,2020/8/26,76,320,145,77,618
NLD,2020/8/27,77,293,134,58,562
NLD,2020/8/28,77,305,153,62,597
NLD,2020/8/29,91,290,142,64,587
NLD,2020/8/30,100,292,150,53,595
NLD,2020/8/31,121,479,238,82,920
NLD,2020/9/1,129,508,230,132,999
NLD,2020/9/2,153,465,225,115,958
NLD,2020/9/3,158,413,296,109,976
NLD,2020/9/4,143,527,337,147,1154
NLD,2020/9/5,195,542,328,162,1227
NLD,2020/9/6,178,603,329,142,1252
NLD,2020/9/7,269,704,425,166,1564
NLD,2020/9/8,240,785,434,201,1660
NLD,2020/9/9,234,733,459,215,1641
NLD,2020/9/10,229,669,440,237,1575
NLD,2020/9/11,266,727,573,223,1789
NLD,2020/9/12,270,712,532,218,1732
NLD,2020/9/13,285,784,506,234,1809
NLD,2020/9/14,379,1088,691,341,2499
NLD,2020/9/15,360,1058,697,311,2426
NLD,2020/9/16,387,1061,734,330,2512
NLD,2020/9/17,413,1033,712,350,2508
NLD,2020/9/18,355,1039,698,335,2427
NLD,2020/9/19,351,999,764,359,2473
NLD,2020/9/20,414,1161,724,379,2678
NLD,2020/9/21,513,1428,972,468,3381
NLD,2020/9/22,441,1370,923,406,3140
NLD,2020/9/23,404,1340,978,473,3195
NLD,2020/9/24,428,1172,953,482,3035
NLD,2020/9/25,435,1255,1112,498,3300
NLD,2020/9/26,399,1269,1076,502,3246
NLD,2020/9/27,488,1337,1054,539,3418
NLD,2020/9/28,668,1882,1479,802,4831
NLD,2020/9/29,576,1871,1474,724,4645
NLD,2020/9/30,582,1884,1546,861,4873
NLD,2020/10/1,647,1967,1719,971,5304
NLD,2020/10/2,682,2037,1935,992,5646
NLD,2020/10/3,661,2077,1902,1028,5668
NLD,2020/10/4,733,2027,1755,912,5427
NLD,2020/10/5,925,2558,2270,1324,7077
NLD,2020/10/6,780,2331,2146,1210,6467
NLD,2020/10/7,801,2480,2327,1343,6951
NLD,2020/10/8,775,2353,2335,1316,6779
NLD,2020/10/9,822,2477,2549,1356,7204
NLD,2020/10/10,931,2530,2580,1476,7517
NLD,2020/10/11,813,2529,2371,1262,6975
NLD,2020/10/12,1136,3083,2890,1675,8784
NLD,2020/10/13,1030,2990,2897,1524,8441
NLD,2020/10/14,1060,3089,2947,1696,8792
NLD,2020/10/15,994,2834,2840,1625,8293
NLD,2020/10/16,994,3003,3076,1714,8787
NLD,2020/10/17,975,3014,3096,1660,8745
NLD,2020/10/18,1008,2772,2760,1568,8108
NLD,2020/10/19,1063,3446,3415,2001,9925
NLD,2020/10/20,1084,3356,3272,1965,9677
NLD,2020/10/21,1067,3255,3189,1967,9478
NLD,2020/10/22,1014,2995,3019,1933,8961
NLD,2020/10/23,1040,3006,3150,2008,9204
NLD,2020/10/24,1044,2913,2978,1834,8769
NLD,2020/10/25,1005,2579,2739,1706,8029
NLD,2020/10/26,1112,2987,3130,1948,9177
NLD,2020/10/27,978,2565,2678,1721,7942
NLD,2020/10/28,923,2481,2499,1741,7644
NLD,2020/10/29,782,2250,2390,1686,7108
NLD,2020/10/30,794,2168,2379,1577,6918
NLD,2020/10/31,759,2052,2233,1394,6438
NLD,2020/11/1,779,2006,2075,1389,6249
NLD,2020/11/2,795,2063,2000,1502,6360
NLD,2020/11/3,741,1937,1877,1300,5855
NLD,2020/11/4,732,1831,1850,1270,5683
NLD,2020/11/5,645,1684,1684,1213,5226
NLD,2020/11/6,675,1643,1773,1247,5338
NLD,2020/11/7,670,1550,1724,1052,4996
NLD,2020/11/8,638,1609,1584,1038,4869
NLD,2020/11/9,846,1731,1880,1258,5715
NLD,2020/11/10,768,1670,1735,1152,5325
NLD,2020/11/11,785,1770,1860,1255,5670
NLD,2020/11/12,707,1528,1682,1149,5066
NLD,2020/11/13,749,1522,1715,1175,5161
NLD,2020/11/14,771,1539,1777,1102,5189
NLD,2020/11/15,840,1551,1580,955,4926
NLD,2020/11/16,988,1723,1926,1227,5864
NLD,2020/11/17,917,1654,1807,1096,5474
NLD,2020/11/18,901,1557,1733,1061,5252
NLD,2020/11/19,880,1425,1535,974,4814
NLD,2020/11/20,800,1449,1549,1035,4833
NLD,2020/11/21,851,1377,1542,918,4688
NLD,2020/11/22,844,1239,1395,813,4291
NLD,2020/11/23,1065,1585,1665,1018,5333
NLD,2020/11/24,883,1467,1528,984,4862
NLD,2020/11/25,865,1390,1580,965,4800
NLD,2020/11/26,868,1314,1469,968,4619
NLD,2020/11/27,911,1398,1632,1001,4942
NLD,2020/11/28,829,1391,1693,1018,4931
NLD,2020/11/29,930,1438,1490,911,4769
NLD,2020/11/30,1253,1849,1985,1288,6375
NLD,2020/12/1,1142,1969,2051,1371,6533
NLD,2020/12/2,1256,1871,2165,1396,6688
NLD,2020/12/3,1336,1786,2148,1373,6643
NLD,2020/12/4,1451,1945,2347,1413,7156
NLD,2020/12/5,1505,1987,2404,1453,7349
NLD,2020/12/6,1584,2079,2339,1428,7430
NLD,2020/12/7,1963,2512,2800,1811,9086
NLD,2020/12/8,1853,2710,3032,1997,9592
NLD,2020/12/9,1885,2690,3033,1966,9574
NLD,2020/12/10,1777,2452,2958,2052,9239
NLD,2020/12/11,1804,2690,3292,2136,9922
NLD,2020/12/12,1798,2748,3293,2150,9989
NLD,2020/12/13,1812,2835,3209,2048,9904
NLD,2020/12/14,2161,3483,4122,2550,12316
NLD,2020/12/15,2100,3509,4007,2546,12162
NLD,2020/12/16,1947,3300,3828,2733,11808
NLD,2020/12/17,1665,3109,3634,2530,10938
NLD,2020/12/18,1660,3075,3731,2488,10954
NLD,2020/12/19,1624,2914,3705,2289,10532
NLD,2020/12/20,1429,2799,3250,2189,9667
NLD,2020/12/21,1527,3162,3626,2557,10872
NLD,2020/12/22,1427,2918,3348,2407,10100
NLD,2020/12/23,1350,2576,2934,2225,9085
NLD,2020/12/24,1220,2398,2844,2272,8734
NLD,2020/12/25,1038,2137,2597,1971,7743
NLD,2020/12/26,975,2200,2541,1740,7456
NLD,2020/12/27,1002,2457,2595,1917,7971
NLD,2020/12/28,1128,2694,2958,2294,9074
NLD,2020/12/29,984,2548,2573,2163,8268
NLD,2020/12/30,892,2173,2321,1918,7304
NLD,2020/12/31,901,2036,2182,1913,7032
NLD,2021/1/1,958,2153,2135,1573,6819
NLD,2021/1/2,943,2297,2213,1589,7042
NLD,2021/1/3,1135,2581,2211,1645,7572
NLD,2021/1/4,1237,2754,2503,1863,8357
NLD,2021/1/5,1025,2283,2076,1694,7078
NLD,2021/1/6,1055,2113,1965,1645,6778
NLD,2021/1/7,898,1827,1901,1477,6103
NLD,2021/1/8,798,1656,1869,1457,5780
NLD,2021/1/9,695,1629,1823,1321,5468
NLD,2021/1/10,695,1488,1748,1267,5198
NLD,2021/1/11,751,1771,1930,1596,6048
NLD,2021/1/12,830,1828,1832,1494,5984
NLD,2021/1/13,748,1689,1869,1444,5750
NLD,2021/1/14,673,1562,1639,1223,5097
NLD,2021/1/15,602,1615,1703,1424,5344
NLD,2021/1/16,645,1475,1678,1107,4905
NLD,2021/1/17,612,1486,1515,1067,4680
NLD,2021/1/18,722,1698,1776,1375,5571
NLD,2021/1/19,673,1668,1655,1314,5310
NLD,2021/1/20,674,1589,1707,1341,5311
NLD,2021/1/21,587,1453,1457,1132,4629
NLD,2021/1/22,580,1348,1486,1148,4562
NLD,2021/1/23,573,1275,1422,980,4250
NLD,2021/1/24,499,1176,1264,910,3849
NLD,2021/1/25,598,1328,1413,1145,4484
NLD,2021/1/26,559,1275,1311,1028,4173
NLD,2021/1/27,594,1279,1338,1079,4290
NLD,2021/1/28,505,1127,1252,974,3858
NLD,2021/1/29,498,1200,1235,902,3835
NLD,2021/1/30,516,1036,1208,807,3567
NLD,2021/1/31,481,1017,1119,781,3398
NLD,2021/2/1,570,1229,1290,989,4078
NLD,2021/2/2,548,1157,1198,932,3835
NLD,2021/2/3,552,1142,1242,933,3869
NLD,2021/2/4,479,1113,1100,903,3595
NLD,2021/2/5,516,1032,1154,901,3603
NLD,2021/2/6,514,931,1067,791,3303
NLD,2021/2/7,392,938,988,679,2997
NLD,2021/2/8,480,1066,1080,860,3486
NLD,2021/2/9,569,1159,1171,938,3837
NLD,2021/2/10,579,1150,1080,831,3640
NLD,2021/2/11,508,1048,1081,840,3477
NLD,2021/2/12,508,1016,1127,794,3445
NLD,2021/2/13,521,990,1142,732,3385
NLD,2021/2/14,569,1109,1084,738,3500
NLD,2021/2/15,633,1267,1290,874,4064
NLD,2021/2/16,657,1394,1362,989,4402
NLD,2021/2/17,819,1469,1347,960,4595
NLD,2021/2/18,785,1331,1377,936,4429
NLD,2021/2/19,725,1376,1327,919,4347
NLD,2021/2/20,790,1346,1398,807,4341
NLD,2021/2/21,765,1320,1286,815,4186
NLD,2021/2/22,935,1530,1482,932,4879
NLD,2021/2/23,903,1513,1358,919,4693
NLD,2021/2/24,910,1451,1364,941,4666
NLD,2021/2/25,834,1287,1263,824,4208
NLD,2021/2/26,829,1332,1296,794,4251
NLD,2021/2/27,875,1300,1301,776,4252
NLD,2021/2/28,904,1249,1165,741,4059
NLD,2021/3/1,970,1601,1446,869,4886
NLD,2021/3/2,977,1582,1339,773,4671
NLD,2021/3/3,997,1557,1392,799,4745
NLD,2021/3/4,884,1388,1267,789,4328
NLD,2021/3/5,982,1495,1556,788,4821
NLD,2021/3/6,1019,1493,1490,784,4786
NLD,2021/3/7,1076,1494,1417,768,4755
NLD,2021/3/8,1273,1792,1693,936,5694
NLD,2021/3/9,1227,1777,1809,957,5770
NLD,2021/3/10,1321,1929,1846,1007,6103
NLD,2021/3/11,1329,1831,1701,954,5815
NLD,2021/3/12,1272,1882,1925,973,6052
NLD,2021/3/13,1348,1792,1967,960,6067
NLD,2021/3/14,1301,1743,1709,858,5611
NLD,2021/3/15,1519,2103,1971,1073,6666
NLD,2021/3/16,1488,2165,2137,1064,6854
NLD,2021/3/17,1654,2240,2071,1105,7070
NLD,2021/3/18,1585,2073,2014,998,6670
NLD,2021/3/19,1507,2121,2021,1071,6720
NLD,2021/3/20,1574,2097,2136,1059,6866
NLD,2021/3/21,1570,2010,1989,1088,6657
NLD,2021/3/22,1766,2340,2261,1231,7598
NLD,2021/3/23,1739,2411,2409,1135,7694
NLD,2021/3/24,1817,2510,2259,1222,7808
NLD,2021/3/25,1725,2216,2163,1170,7274
NLD,2021/3/26,1598,2283,2313,1152,7346
NLD,2021/3/27,1546,2137,2195,1073,6951
NLD,2021/3/28,1449,1973,1949,941,6312
NLD,2021/3/29,1640,2298,2208,1175,7321
NLD,2021/3/30,1600,2350,2127,1086,7163
NLD,2021/3/31,1684,2343,2173,1173,7373
PRT,2020/3/3,0,2,1,1,4
PRT,2020/3/4,0,0,2,0,2
PRT,2020/3/5,0,0,2,1,3
PRT,2020/3/6,0,0,3,1,4
PRT,2020/3/7,3,2,2,1,8
PRT,2020/3/8,2,2,3,2,9
PRT,2020/3/9,1,2,5,1,9
PRT,2020/3/10,0,0,0,2,2
PRT,2020/3/11,6,5,3,4,18
PRT,2020/3/12,1,8,9,1,19
PRT,2020/3/13,3,14,12,5,34
PRT,2020/3/14,4,21,25,7,57
PRT,2020/3/15,6,27,29,14,76
PRT,2020/3/16,4,20,24,37,85
PRT,2020/3/17,5,40,46,27,118
PRT,2020/3/18,17,61,64,52,194
PRT,2020/3/19,4,44,58,37,143
PRT,2020/3/20,6,65,82,81,234
PRT,2020/3/21,5,78,86,92,261
PRT,2020/3/22,13,84,140,83,320
PRT,2020/3/23,11,112,169,168,460
PRT,2020/3/24,0,85,106,112,303
PRT,2020/3/25,21,166,215,231,633
PRT,2020/3/26,32,140,222,155,549
PRT,2020/3/27,10,126,288,296,720
PRT,2020/3/28,26,215,337,328,906
PRT,2020/3/29,23,171,297,301,792
PRT,2020/3/30,18,112,130,186,446
PRT,2020/3/31,58,268,369,340,1035
PRT,2020/4/1,31,175,267,335,808
PRT,2020/4/2,25,179,285,294,783
PRT,2020/4/3,35,254,332,231,852
PRT,2020/4/4,33,171,223,211,638
PRT,2020/4/5,36,201,255,262,754
PRT,2020/4/6,21,96,138,197,452
PRT,2020/4/7,26,166,226,294,712
PRT,2020/4/8,30,175,277,217,699
PRT,2020/4/9,42,170,208,395,815
PRT,2020/4/10,88,366,507,555,1516
PRT,2020/4/11,35,72,162,246,515
PRT,2020/4/12,33,140,177,248,598
PRT,2020/4/13,6,100,88,155,349
PRT,2020/4/14,22,107,159,226,514
PRT,2020/4/15,33,162,224,224,643
PRT,2020/4/16,32,214,289,215,750
PRT,2020/4/17,3,44,56,78,181
PRT,2020/4/18,27,186,208,242,663
PRT,2020/4/19,45,132,173,171,521
PRT,2020/4/20,59,251,197,150,657
PRT,2020/4/21,6,131,110,269,516
PRT,2020/4/22,62,170,220,151,603
PRT,2020/4/23,11,129,93,138,371
PRT,2020/4/24,12,136,107,189,444
PRT,2020/4/25,20,114,175,165,474
PRT,2020/4/26,27,96,107,182,412
PRT,2020/4/27,10,28,51,74,163
PRT,2020/4/28,19,65,86,125,295
PRT,2020/4/29,8,44,64,67,183
PRT,2020/4/30,20,137,128,83,368
PRT,2020/5/1,17,97,106,75,295
PRT,2020/5/2,14,79,64,46,203
PRT,2020/5/3,0,3,4,4,11
PRT,2020/5/4,29,113,98,83,323
PRT,2020/5/5,15,36,26,101,178
PRT,2020/5/6,11,196,200,73,480
PRT,2020/5/7,37,205,189,102,533
PRT,2020/5/8,25,192,195,141,553
PRT,2020/5/9,13,32,32,61,138
PRT,2020/5/10,14,64,62,35,175
PRT,2020/5/11,12,25,25,36,98
PRT,2020/5/12,20,76,81,57,234
PRT,2020/5/13,14,84,71,50,219
PRT,2020/5/14,15,68,76,28,187
PRT,2020/5/15,21,115,70,58,264
PRT,2020/5/16,25,74,71,57,227
PRT,2020/5/17,17,75,98,36,226
PRT,2020/5/18,16,75,60,22,173
PRT,2020/5/19,10,89,74,50,223
PRT,2020/5/20,20,92,81,35,228
PRT,2020/5/21,22,97,85,48,252
PRT,2020/5/22,28,115,81,64,288
PRT,2020/5/23,22,108,77,64,271
PRT,2020/5/24,20,61,37,34,152
PRT,2020/5/25,16,77,46,26,165
PRT,2020/5/26,28,77,44,70,219
PRT,2020/5/27,28,122,103,32,285
PRT,2020/5/28,34,122,91,57,304
PRT,2020/5/29,33,126,87,104,350
PRT,2020/5/30,24,115,78,40,257
PRT,2020/5/31,36,123,91,47,297
PRT,2020/6/1,28,83,42,47,200
PRT,2020/6/2,24,74,55,36,189
PRT,2020/6/3,41,131,110,90,372
PRT,2020/6/4,25,158,116,32,331
PRT,2020/6/5,36,176,110,55,377
PRT,2020/6/6,38,165,129,50,382
PRT,2020/6/7,35,109,107,58,309
PRT,2020/6/8,35,60,54,43,192
PRT,2020/6/9,28,163,135,92,418
PRT,2020/6/10,51,107,95,52,305
PRT,2020/6/11,48,141,79,41,309
PRT,2020/6/12,51,106,75,39,271
PRT,2020/6/13,14,100,101,68,283
PRT,2020/6/14,30,94,73,25,222
PRT,2020/6/15,26,137,104,84,351
PRT,2020/6/16,25,96,109,70,300
PRT,2020/6/17,27,119,131,59,336
PRT,2020/6/18,52,171,104,88,415
PRT,2020/6/19,60,151,92,71,374
PRT,2020/6/20,57,137,103,80,377
PRT,2020/6/21,46,102,97,45,290
PRT,2020/6/22,26,63,51,118,258
PRT,2020/6/23,45,136,108,59,348
PRT,2020/6/24,40,126,105,94,365
PRT,2020/6/25,55,116,83,58,312
PRT,2020/6/26,67,157,100,127,451
PRT,2020/6/27,45,120,88,70,323
PRT,2020/6/28,66,166,116,110,458
PRT,2020/6/29,36,101,76,53,266
PRT,2020/6/30,31,101,65,61,258
PRT,2020/7/1,33,154,86,74,347
PRT,2020/7/2,53,146,97,82,378
PRT,2020/7/3,54,150,126,125,455
PRT,2020/7/4,62,143,116,91,412
PRT,2020/7/5,61,128,72,66,327
PRT,2020/7/6,27,81,68,55,231
PRT,2020/7/7,35,103,84,65,287
PRT,2020/7/8,43,186,123,91,443
PRT,2020/7/9,49,147,125,97,418
PRT,2020/7/10,57,167,115,63,402
PRT,2020/7/11,51,130,101,59,341
PRT,2020/7/12,42,93,76,70,281
PRT,2020/7/13,41,119,84,62,306
PRT,2020/7/14,21,93,76,42,232
PRT,2020/7/15,50,128,128,62,368
PRT,2020/7/16,48,133,97,59,337
PRT,2020/7/17,42,126,90,48,306
PRT,2020/7/18,42,108,94,69,313
PRT,2020/7/19,38,82,81,45,246
PRT,2020/7/20,16,48,36,35,135
PRT,2020/7/21,12,52,31,32,127
PRT,2020/7/22,46,86,71,48,251
PRT,2020/7/23,32,76,71,48,227
PRT,2020/7/24,42,119,83,69,313
PRT,2020/7/25,34,106,73,50,263
PRT,2020/7/26,29,75,63,41,208
PRT,2020/7/27,15,50,45,25,135
PRT,2020/7/28,13,31,26,37,107
PRT,2020/7/29,31,72,73,25,201
PRT,2020/7/30,24,93,89,49,255
PRT,2020/7/31,37,52,69,44,202
PRT,2020/8/1,43,69,63,63,238
PRT,2020/8/2,34,56,36,27,153
PRT,2020/8/3,14,37,30,25,106
PRT,2020/8/4,16,32,30,32,110
PRT,2020/8/5,28,49,53,37,167
PRT,2020/8/6,29,75,56,53,213
PRT,2020/8/7,28,104,67,91,290
PRT,2020/8/8,37,57,52,40,186
PRT,2020/8/9,15,45,44,27,131
PRT,2020/8/10,20,58,55,24,157
PRT,2020/8/11,10,53,27,29,119
PRT,2020/8/12,34,106,70,71,281
PRT,2020/8/13,29,102,94,100,325
PRT,2020/8/14,43,110,55,28,236
PRT,2020/8/15,28,67,73,29,197
PRT,2020/8/16,14,41,37,29,121
PRT,2020/8/17,16,41,40,35,132
PRT,2020/8/18,16,64,67,67,214
PRT,2020/8/19,24,95,77,57,253
PRT,2020/8/20,24,112,83,72,291
PRT,2020/8/21,23,85,62,49,219
PRT,2020/8/22,24,90,68,58,240
PRT,2020/8/23,20,65,40,20,145
PRT,2020/8/24,13,51,27,32,123
PRT,2020/8/25,24,62,54,52,192
PRT,2020/8/26,31,131,90,109,361
PRT,2020/8/27,50,153,107,89,399
PRT,2020/8/28,61,139,136,65,401
PRT,2020/8/29,52,153,109,60,374
PRT,2020/8/30,27,122,88,79,316
PRT,2020/8/31,15,63,77,89,244
PRT,2020/9/1,28,91,62,50,231
PRT,2020/9/2,49,149,105,87,390
PRT,2020/9/3,46,146,115,111,418
PRT,2020/9/4,44,134,125,103,406
PRT,2020/9/5,82,152,139,113,486
PRT,2020/9/6,41,94,84,96,315
PRT,2020/9/7,31,76,62,60,229
PRT,2020/9/8,55,115,109,108,387
PRT,2020/9/9,99,218,189,140,646
PRT,2020/9/10,70,211,165,119,565
PRT,2020/9/11,80,234,214,158,686
PRT,2020/9/12,79,174,144,100,497
PRT,2020/9/13,88,267,158,158,671
PRT,2020/9/14,78,218,195,122,613
PRT,2020/9/15,48,145,107,125,425
PRT,2020/9/16,65,199,196,119,579
PRT,2020/9/17,94,270,265,137,766
PRT,2020/9/18,106,275,224,193,798
PRT,2020/9/19,111,302,280,161,854
PRT,2020/9/20,81,159,153,139,532
PRT,2020/9/21,91,231,189,111,622
PRT,2020/9/22,61,131,145,129,466
PRT,2020/9/23,110,280,219,194,803
PRT,2020/9/24,98,187,236,169,690
PRT,2020/9/25,130,298,278,195,901
PRT,2020/9/26,127,287,238,232,884
PRT,2020/9/27,90,226,176,130,622
PRT,2020/9/28,69,138,122,97,426
PRT,2020/9/29,83,246,183,177,689
PRT,2020/9/30,138,260,241,186,825
PRT,2020/10/1,138,246,255,208,847
PRT,2020/10/2,136,267,266,218,887
PRT,2020/10/3,135,323,264,235,957
PRT,2020/10/4,154,249,274,232,909
PRT,2020/10/5,84,229,238,182,733
PRT,2020/10/6,38,156,139,94,427
PRT,2020/10/7,109,319,282,234,944
PRT,2020/10/8,188,429,395,266,1278
PRT,2020/10/9,188,487,463,255,1393
PRT,2020/10/10,248,589,481,344,1662
PRT,2020/10/11,128,395,303,263,1089
PRT,2020/10/12,178,474,327,270,1249
PRT,2020/10/13,134,409,383,283,1209
PRT,2020/10/14,294,700,641,439,2074
PRT,2020/10/15,273,791,648,392,2104
PRT,2020/10/16,292,891,788,653,2624
PRT,2020/10/17,263,773,657,458,2151
PRT,2020/10/18,265,599,615,377,1856
PRT,2020/10/19,273,658,648,379,1958
PRT,2020/10/20,232,643,587,413,1875
PRT,2020/10/21,324,853,834,522,2533
PRT,2020/10/22,442,1062,1043,723,3270
PRT,2020/10/23,342,1014,871,666,2893
PRT,2020/10/24,512,1204,1152,787,3655
PRT,2020/10/25,331,896,823,521,2571
PRT,2020/10/26,331,824,824,467,2446
PRT,2020/10/27,407,1124,1051,717,3299
PRT,2020/10/28,506,1304,1236,913,3959
PRT,2020/10/29,565,1417,1299,947,4228
PRT,2020/10/30,647,1581,1464,960,4652
PRT,2020/10/31,553,1277,1233,944,4007
PRT,2020/11/1,437,527,980,758,2702
PRT,2020/11/2,333,1130,729,674,2866
PRT,2020/11/3,368,766,818,644,2596
PRT,2020/11/4,1081,2550,2529,1336,7496
PRT,2020/11/5,644,1362,1461,940,4407
PRT,2020/11/6,920,1725,1734,1084,5463
PRT,2020/11/7,1062,2018,2187,1396,6663
PRT,2020/11/8,911,1757,1967,1151,5786
PRT,2020/11/9,677,1207,1261,944,4089
PRT,2020/11/10,570,1109,1201,940,3820
PRT,2020/11/11,754,1516,1599,1066,4935
PRT,2020/11/12,967,1735,1865,1273,5840
PRT,2020/11/13,1171,1988,2188,1316,6663
PRT,2020/11/14,1171,2011,2041,1377,6600
PRT,2020/11/15,913,1668,1922,1532,6035
PRT,2020/11/16,1188,617,1485,908,4198
PRT,2020/11/17,714,1201,1343,1120,4378
PRT,2020/11/18,901,1669,1921,1323,5814
PRT,2020/11/19,1244,1961,2292,1440,6937
PRT,2020/11/20,1116,1886,2010,1415,6427
PRT,2020/11/21,1141,1769,2052,1469,6431
PRT,2020/11/22,761,1290,1516,1173,4740
PRT,2020/11/23,661,971,1272,907,3811
PRT,2020/11/24,620,1285,1278,869,4052
PRT,2020/11/25,1189,1408,1701,1296,5594
PRT,2020/11/26,744,1808,1969,1439,5960
PRT,2020/11/27,901,1512,1633,1267,5313
PRT,2020/11/28,809,1314,1542,1243,4908
PRT,2020/11/29,716,1138,1230,982,4066
PRT,2020/11/30,554,821,963,883,3221
PRT,2020/12/1,363,590,747,679,2379
PRT,2020/12/2,572,937,1105,748,3362
PRT,2020/12/3,538,1005,1177,929,3649
PRT,2020/12/4,809,1354,1573,1248,4984
PRT,2020/12/5,876,1633,1543,1220,5272
PRT,2020/12/6,649,924,1162,1057,3792
PRT,2020/12/7,377,657,782,763,2579
PRT,2020/12/8,362,784,847,879,2872
PRT,2020/12/9,638,1108,1237,1095,4078
PRT,2020/12/10,1078,3491,2566,2070,9205
PRT,2020/12/11,790,1415,1541,1333,5079
PRT,2020/12/12,666,1334,1326,1088,4414
PRT,2020/12/13,658,1154,1207,1025,4044
PRT,2020/12/14,330,605,634,625,2194
PRT,2020/12/15,324,788,793,736,2641
PRT,2020/12/16,715,1303,1461,1241,4720
PRT,2020/12/17,653,1190,1285,1190,4318
PRT,2020/12/18,676,1150,1291,1219,4336
PRT,2020/12/19,585,1080,1136,1030,3831
PRT,2020/12/20,518,898,1035,883,3334
PRT,2020/12/21,311,566,629,592,2098
PRT,2020/12/22,306,666,790,674,2436
PRT,2020/12/23,643,1249,1469,1241,4602
PRT,2020/12/24,632,1193,1347,1205,4377
PRT,2020/12/25,625,1127,1320,1074,4146
PRT,2020/12/26,173,327,386,328,1214
PRT,2020/12/27,219,426,536,396,1577
PRT,2020/12/28,290,593,673,536,2092
PRT,2020/12/29,410,1030,1099,797,3336
PRT,2020/12/30,865,1833,1523,1373,5594
PRT,2020/12/31,1087,2268,2838,1882,8075
PRT,2021/1/1,1013,2074,2121,1741,6949
PRT,2021/1/2,433,1017,951,841,3242
PRT,2021/1/3,438,926,1072,947,3383
PRT,2021/1/4,587,1206,1373,1199,4365
PRT,2021/1/5,612,1484,1596,1261,4953
PRT,2021/1/6,1474,3102,3084,2365,10025
PRT,2021/1/7,1470,2982,3051,2422,9925
PRT,2021/1/8,1528,3124,3069,2456,10177
PRT,2021/1/9,1381,2754,2819,2518,9472
PRT,2021/1/10,1144,2175,2236,1946,7501
PRT,2021/1/11,831,1611,1679,1484,5605
PRT,2021/1/12,1005,2101,2210,1940,7256
PRT,2021/1/13,1598,3046,3309,2603,10556
PRT,2021/1/14,1641,2909,3362,2784,10696
PRT,2021/1/15,1773,2953,3395,2537,10658
PRT,2021/1/16,1859,2964,3479,2641,10943
PRT,2021/1/17,1822,2685,3156,2721,10384
PRT,2021/1/18,1151,1851,2045,1655,6702
PRT,2021/1/19,1423,2756,3394,2879,10452
PRT,2021/1/20,2265,3940,4714,3727,14646
PRT,2021/1/21,2333,3519,4446,3241,13539
PRT,2021/1/22,2413,3798,4501,3272,13984
PRT,2021/1/23,2576,4074,5029,3654,15333
PRT,2021/1/24,1969,3055,3798,2896,11718
PRT,2021/1/25,1199,1815,2172,1736,6922
PRT,2021/1/26,1616,2865,3556,2723,10760
PRT,2021/1/27,2372,3861,5103,3734,15070
PRT,2021/1/28,2807,4278,5207,4133,16425
PRT,2021/1/29,2163,3370,4278,3377,13188
PRT,2021/1/30,1993,3165,4049,3225,12432
PRT,2021/1/31,1717,2348,3029,2405,9499
PRT,2021/2/1,925,1421,1860,1596,5802
PRT,2021/2/2,741,1327,1856,1613,5537
PRT,2021/2/3,1392,2315,2905,2472,9084
PRT,2021/2/4,1142,1967,2557,2244,7910
PRT,2021/2/5,1057,1726,2171,1953,6907
PRT,2021/2/6,837,1444,1959,1887,6127
PRT,2021/2/7,506,838,1114,1048,3506
PRT,2021/2/8,351,647,812,696,2506
PRT,2021/2/9,271,693,793,826,2583
PRT,2021/2/10,545,1073,1425,1337,4380
PRT,2021/2/11,411,887,1108,1071,3477
PRT,2021/2/12,363,745,892,851,2851
PRT,2021/2/13,384,796,861,812,2853
PRT,2021/2/14,252,406,509,512,1679
PRT,2021/2/15,162,335,392,414,1303
PRT,2021/2/16,142,409,464,484,1499
PRT,2021/2/17,313,612,716,681,2322
PRT,2021/2/18,272,542,553,569,1936
PRT,2021/2/19,264,542,584,554,1944
PRT,2021/2/20,207,428,478,458,1571
PRT,2021/2/21,156,303,349,377,1185
PRT,2021/2/22,59,115,173,202,549
PRT,2021/2/23,108,268,324,331,1031
PRT,2021/2/24,197,423,463,398,1481
PRT,2021/2/25,135,330,319,377,1161
PRT,2021/2/26,168,246,306,308,1028
PRT,2021/2/27,136,291,334,309,1070
PRT,2021/2/28,117,181,224,196,718
PRT,2021/3/1,39,118,91,146,394
PRT,2021/3/2,84,188,237,180,689
PRT,2021/3/3,170,247,302,262,981
PRT,2021/3/4,82,246,284,220,832
PRT,2021/3/5,133,255,314,248,950
PRT,2021/3/6,172,273,295,264,1004
PRT,2021/3/7,115,184,224,160,683
PRT,2021/3/8,32,105,105,123,365
PRT,2021/3/9,114,225,256,250,845
PRT,2021/3/10,74,199,187,170,630
PRT,2021/3/11,70,202,185,170,627
PRT,2021/3/12,75,167,172,164,578
PRT,2021/3/13,79,173,161,152,565
PRT,2021/3/14,79,170,160,128,537
PRT,2021/3/15,11,53,89,105,258
PRT,2021/3/16,38,100,113,131,382
