country,date,case_age_00_19,case_age_20_39,case_age_40_59,case_age_60over,case_total
THA,2020/3/9,0,0,0,0,0
THA,2020/3/10,0,0,0,0,0
THA,2020/3/11,0,0,0,0,0
THA,2020/3/12,0,0,0,0,0
THA,2020/3/13,0,0,0,0,0
THA,2020/3/14,0,1,0,0,1
THA,2020/3/15,0,1,0,0,1
THA,2020/3/16,0,2,1,0,3
THA,2020/3/17,0,0,2,0,2
THA,2020/3/18,0,1,0,0,1
THA,2020/3/19,0,1,2,1,4
THA,2020/3/20,1,57,56,21,135
THA,2020/3/21,12,81,60,26,179
THA,2020/3/22,3,37,25,10,75
THA,2020/3/23,2,62,21,9,94
THA,2020/3/24,5,51,37,13,106
THA,2020/3/25,5,48,29,4,86
THA,2020/3/26,7,68,30,9,114
THA,2020/3/27,6,61,26,10,103
THA,2020/3/28,4,107,55,20,186
THA,2020/3/29,3,90,53,17,163
THA,2020/3/30,9,64,31,5,109
THA,2020/3/31,4,50,52,9,115
THA,2020/4/1,5,36,31,12,84
THA,2020/4/2,3,53,48,14,118
THA,2020/4/3,6,31,33,6,76
THA,2020/4/4,3,61,32,9,105
THA,2020/4/5,4,31,18,4,57
THA,2020/4/6,0,22,7,2,31
THA,2020/4/7,11,42,36,13,102
THA,2020/4/8,5,24,22,5,56
THA,2020/4/9,3,22,15,7,47
THA,2020/4/10,4,20,13,8,45
THA,2020/4/11,1,16,10,6,33
THA,2020/4/12,1,13,9,2,25
THA,2020/4/13,5,6,15,8,34
THA,2020/4/14,6,10,11,3,30
THA,2020/4/15,2,15,9,3,29
THA,2020/4/16,2,15,5,6,28
THA,2020/4/17,2,17,10,4,33
THA,2020/4/18,1,18,11,2,32
THA,2020/4/19,0,13,12,2,27
THA,2020/4/20,6,7,4,3,20
THA,2020/4/21,1,8,3,2,14
THA,2020/4/22,2,5,4,2,13
THA,2020/4/23,4,3,8,0,15
THA,2020/4/24,6,29,13,4,52
THA,2020/4/25,0,6,6,3,15
THA,2020/4/26,3,3,2,2,10
THA,2020/4/27,0,5,1,0,6
THA,2020/4/28,1,3,3,2,9
THA,2020/4/29,2,4,1,0,7
THA,2020/4/30,0,3,2,1,6
THA,2020/5/1,0,2,4,0,6
THA,2020/5/2,0,2,1,0,3
THA,2020/5/3,12,6,0,0,18
THA,2020/5/4,0,0,1,0,1
THA,2020/5/5,0,1,0,0,1
THA,2020/5/6,0,0,3,0,3
THA,2020/5/7,1,3,3,0,7
THA,2020/5/8,0,2,2,0,4
THA,2020/5/9,0,2,2,1,5
THA,2020/5/10,2,4,0,0,6
THA,2020/5/11,1,0,1,0,2
THA,2020/5/12,0,0,0,0,0
THA,2020/5/13,0,1,0,0,1
THA,2020/5/14,2,5,0,0,7
THA,2020/5/15,0,0,0,0,0
THA,2020/5/16,0,3,0,0,3
THA,2020/5/17,0,2,1,0,3
THA,2020/5/18,0,1,1,0,2
THA,2020/5/19,0,0,1,1,2
THA,2020/5/20,0,1,1,0,2
THA,2020/5/21,0,0,0,0,0
THA,2020/5/22,0,1,2,0,3
THA,2020/5/23,0,0,0,0,0
THA,2020/5/24,0,0,2,0,2
THA,2020/5/25,0,0,3,0,3
THA,2020/5/26,1,8,0,0,9
THA,2020/5/27,0,7,4,0,11
THA,2020/5/28,0,1,10,0,11
THA,2020/5/29,0,1,0,0,1
THA,2020/5/30,2,2,0,0,4
THA,2020/5/31,0,0,1,0,1
THA,2020/6/1,0,1,0,0,1
THA,2020/6/2,0,1,0,0,1
THA,2020/6/3,0,7,10,0,17
THA,2020/6/4,0,0,1,0,1
THA,2020/6/5,0,2,0,0,2
THA,2020/6/6,0,6,2,0,8
THA,2020/6/7,1,4,2,0,7
THA,2020/6/8,0,2,0,0,2
THA,2020/6/9,0,2,2,0,4
THA,2020/6/10,0,0,0,0,0
THA,2020/6/11,0,2,2,0,4
THA,2020/6/12,0,5,0,0,5
THA,2020/6/13,0,1,0,0,1
THA,2020/6/14,0,0,0,0,0
THA,2020/6/15,0,0,0,0,0
THA,2020/6/16,0,0,0,0,0
THA,2020/6/17,0,6,0,0,6
THA,2020/6/18,0,5,0,0,5
THA,2020/6/19,0,1,0,0,1
THA,2020/6/20,1,0,0,0,1
THA,2020/6/21,1,2,0,0,3
THA,2020/6/22,0,4,1,0,5
THA,2020/6/23,0,1,0,0,1
THA,2020/6/24,0,1,0,0,1
THA,2020/6/25,0,3,1,0,4
THA,2020/6/26,0,0,0,0,0
THA,2020/6/27,0,0,0,0,0
THA,2020/6/28,0,3,3,1,7
THA,2020/6/29,0,2,0,0,2
THA,2020/6/30,0,0,2,0,2
THA,2020/7/1,0,4,1,1,6
THA,2020/7/2,0,1,0,0,1
THA,2020/7/3,0,4,1,0,5
THA,2020/7/4,1,2,2,0,5
THA,2020/7/5,0,2,3,0,5
THA,2020/7/6,0,0,0,0,0
THA,2020/7/7,0,2,0,0,2
THA,2020/7/8,0,2,3,0,5
THA,2020/7/9,0,0,0,0,0
THA,2020/7/10,3,10,1,0,14
THA,2020/7/11,0,1,0,0,1
THA,2020/7/12,0,1,2,0,3
THA,2020/7/13,0,6,0,1,7
THA,2020/7/14,0,2,3,0,5
THA,2020/7/15,0,3,1,0,4
THA,2020/7/16,0,3,0,0,3
THA,2020/7/17,0,5,0,2,7
THA,2020/7/18,0,1,1,1,3
THA,2020/7/19,0,0,1,0,1
THA,2020/7/20,0,5,0,0,5
THA,2020/7/21,0,5,1,0,6
THA,2020/7/22,0,8,0,0,8
THA,2020/7/23,2,8,0,0,10
THA,2020/7/24,1,2,0,0,3
THA,2020/7/25,1,4,4,0,9
THA,2020/7/26,0,3,1,0,4
THA,2020/7/27,0,2,0,0,2
THA,2020/7/28,0,1,0,0,1
THA,2020/7/29,0,5,1,0,6
THA,2020/7/30,0,5,1,0,6
THA,2020/7/31,0,1,1,0,2
THA,2020/8/1,0,4,1,0,5
THA,2020/8/2,1,1,1,0,3
THA,2020/8/3,0,1,0,0,1
THA,2020/8/4,0,7,0,0,7
THA,2020/8/5,0,0,1,1,2
THA,2020/8/6,0,14,1,0,15
THA,2020/8/7,0,3,0,0,3
THA,2020/8/8,0,2,1,0,3
THA,2020/8/9,0,0,0,0,0
THA,2020/8/10,0,0,0,0,0
THA,2020/8/11,1,3,1,0,5
THA,2020/8/12,0,2,1,0,3
THA,2020/8/13,4,6,6,1,17
THA,2020/8/14,0,0,0,0,0
THA,2020/8/15,0,0,1,0,1
THA,2020/8/16,0,1,0,0,1
THA,2020/8/17,0,1,1,1,3
THA,2020/8/18,0,1,0,0,1
THA,2020/8/19,0,4,3,0,7
THA,2020/8/20,0,0,0,0,0
THA,2020/8/21,0,0,0,0,0
THA,2020/8/22,0,2,4,0,6
THA,2020/8/23,0,1,0,1,2
THA,2020/8/24,0,3,2,0,5
THA,2020/8/25,0,1,0,0,1
THA,2020/8/26,0,1,0,0,1
THA,2020/8/27,0,3,2,1,6
THA,2020/8/28,0,1,0,0,1
THA,2020/8/29,0,0,0,0,0
THA,2020/8/30,0,1,0,0,1
THA,2020/8/31,2,3,0,0,5
THA,2020/9/1,2,4,2,0,8
THA,2020/9/2,0,2,0,0,2
THA,2020/9/3,0,2,2,0,4
THA,2020/9/4,3,1,3,0,7
THA,2020/9/5,0,0,5,1,6
THA,2020/9/6,0,1,0,0,1
THA,2020/9/7,0,0,1,0,1
THA,2020/9/8,0,1,0,0,1
THA,2020/9/9,1,6,0,0,7
THA,2020/9/10,3,3,1,0,7
THA,2020/9/11,1,4,0,0,5
THA,2020/9/12,0,3,4,0,7
THA,2020/9/13,0,2,0,0,2
THA,2020/9/14,1,2,1,1,5
THA,2020/9/15,2,6,2,0,10
THA,2020/9/16,0,0,0,0,0
THA,2020/9/17,3,0,3,1,7
THA,2020/9/18,0,2,1,0,3
THA,2020/9/19,1,5,0,0,6
THA,2020/9/20,0,2,1,1,4
THA,2020/9/21,1,1,0,0,2
THA,2020/9/22,0,1,2,0,3
THA,2020/9/23,0,1,2,0,3
THA,2020/9/24,0,1,0,0,1
THA,2020/9/25,0,1,2,0,3
THA,2020/9/26,0,1,0,0,1
THA,2020/9/27,2,18,2,0,22
THA,2020/9/28,1,10,3,0,14
THA,2020/9/29,0,3,1,1,5
THA,2020/9/30,0,3,2,0,5
THA,2020/10/1,1,3,2,0,6
THA,2020/10/2,1,4,3,0,8
THA,2020/10/3,1,1,0,0,2
THA,2020/10/4,0,3,2,0,5
THA,2020/10/5,0,6,3,1,10
THA,2020/10/6,0,8,7,0,15
THA,2020/10/7,0,3,3,1,7
THA,2020/10/8,0,4,2,0,6
THA,2020/10/9,0,4,2,0,6
THA,2020/10/10,0,2,0,0,2
THA,2020/10/11,1,2,2,0,5
THA,2020/10/12,0,2,1,0,3
THA,2020/10/13,0,9,3,0,12
THA,2020/10/14,0,4,6,1,11
THA,2020/10/15,1,1,0,0,2
THA,2020/10/16,0,6,5,1,12
THA,2020/10/17,2,2,1,0,5
THA,2020/10/18,0,4,1,0,5
THA,2020/10/19,0,7,2,0,9
THA,2020/10/20,0,7,2,0,9
THA,2020/10/21,0,2,3,5,10
THA,2020/10/22,1,5,2,0,8
THA,2020/10/23,0,3,1,0,4
THA,2020/10/24,0,2,2,1,5
THA,2020/10/25,0,3,4,0,7
THA,2020/10/26,2,1,1,0,4
THA,2020/10/27,0,8,4,1,13
THA,2020/10/28,0,1,1,1,3
THA,2020/10/29,0,11,4,0,15
THA,2020/10/30,0,1,1,0,2
THA,2020/10/31,0,3,2,1,6
THA,2020/11/1,1,2,1,0,4
THA,2020/11/2,0,6,4,1,11
THA,2020/11/3,0,2,1,0,3
THA,2020/11/4,0,4,6,1,11
THA,2020/11/5,0,2,2,1,5
THA,2020/11/6,0,3,5,2,10
THA,2020/11/7,0,6,3,1,10
THA,2020/11/8,0,0,1,0,1
THA,2020/11/9,0,2,2,0,4
THA,2020/11/10,0,0,2,1,3
THA,2020/11/11,0,2,2,2,6
THA,2020/11/12,0,1,4,3,8
THA,2020/11/13,1,2,2,0,5
THA,2020/11/14,0,4,4,0,8
THA,2020/11/15,0,2,0,0,2
THA,2020/11/16,0,1,1,1,3
THA,2020/11/17,0,0,2,0,2
THA,2020/11/18,0,7,0,1,8
THA,2020/11/19,1,1,3,0,5
THA,2020/11/20,1,4,6,1,12
THA,2020/11/21,1,1,5,3,10
THA,2020/11/22,1,1,4,1,7
THA,2020/11/23,0,1,1,0,2
THA,2020/11/24,1,7,11,2,21
THA,2020/11/25,3,4,2,1,10
THA,2020/11/26,0,3,3,1,7
THA,2020/11/27,0,7,1,2,10
THA,2020/11/28,1,5,3,0,9
THA,2020/11/29,1,11,3,1,16
THA,2020/11/30,1,6,1,2,10
THA,2020/12/1,0,8,8,2,18
THA,2020/12/2,0,10,3,0,13
THA,2020/12/3,0,9,3,2,14
THA,2020/12/4,2,10,5,2,19
THA,2020/12/5,3,6,3,2,14
THA,2020/12/6,1,14,4,2,21
THA,2020/12/7,0,15,2,4,21
THA,2020/12/8,3,9,8,4,24
THA,2020/12/9,0,9,6,2,17
THA,2020/12/10,2,8,3,0,13
THA,2020/12/11,0,7,3,0,10
THA,2020/12/12,1,10,4,3,18
THA,2020/12/13,0,17,12,0,29
THA,2020/12/14,1,7,5,1,14
THA,2020/12/15,0,8,9,1,18
THA,2020/12/16,1,4,1,5,11
THA,2020/12/17,5,11,4,2,22
THA,2020/12/18,2,12,16,2,32
THA,2020/12/19,1,37,21,4,63
THA,2020/12/20,1,4,6,2,13
THA,2020/12/21,3,21,15,2,41
THA,2020/12/22,1,17,21,4,43
THA,2020/12/23,2,26,27,4,59
THA,2020/12/24,3,22,17,5,47
THA,2020/12/25,7,28,35,9,79
THA,2020/12/26,8,27,25,16,76
THA,2020/12/27,6,82,45,17,150
THA,2020/12/28,3,33,45,11,92
THA,2020/12/29,8,18,16,6,48
THA,2020/12/30,7,35,42,23,107
THA,2020/12/31,17,68,58,14,157
THA,2021/1/1,10,103,70,22,205
THA,2021/1/2,2,16,18,11,47
THA,2021/1/3,20,78,78,26,202
THA,2021/1/4,9,50,41,7,107
THA,2021/1/5,31,161,114,43,349
THA,2021/1/6,21,171,94,19,305
THA,2021/1/7,20,108,62,14,204
THA,2021/1/8,14,109,75,14,212
THA,2021/1/9,20,144,65,15,244
THA,2021/1/10,15,108,84,24,231
THA,2021/1/11,17,188,64,13,282
THA,2021/1/12,12,90,47,8,157
THA,2021/1/13,12,198,55,6,271
THA,2021/1/14,8,126,39,15,188
THA,2021/1/15,16,157,42,7,222
THA,2021/1/16,7,260,96,8,371
THA,2021/1/17,8,301,50,9,368
THA,2021/1/18,2,120,42,4,168
THA,2021/1/19,6,26,26,2,60
THA,2021/1/20,9,76,26,2,113
THA,2021/1/21,12,255,57,5,329
THA,2021/1/22,7,118,48,3,176
THA,2021/1/23,8,142,49,1,200
THA,2021/1/24,14,117,49,7,187
THA,2021/1/25,29,756,161,10,956
THA,2021/1/26,11,728,77,3,819
THA,2021/1/27,15,631,45,2,693
THA,2021/1/28,19,570,207,6,802
THA,2021/1/29,13,747,148,6,914
THA,2021/1/30,11,115,36,2,164
THA,2021/1/31,24,688,121,3,836
THA,2021/2/1,10,650,170,6,836
THA,2021/2/2,14,607,159,9,789
THA,2021/2/3,22,601,171,15,809
THA,2021/2/4,22,511,47,6,586
THA,2021/2/5,17,316,68,7,408
THA,2021/2/6,15,180,40,2,237
THA,2021/2/7,8,133,41,4,186
THA,2021/2/8,9,108,61,5,183
THA,2021/2/9,5,104,38,6,153
THA,2021/2/10,16,135,37,13,201
THA,2021/2/11,2,119,50,4,175
THA,2021/2/12,14,62,37,9,122
THA,2021/2/13,11,107,40,8,166
THA,2021/2/14,14,72,44,12,142
THA,2021/2/15,7,40,15,10,72
THA,2021/2/16,15,112,41,9,177
THA,2021/2/17,12,87,42,9,150
THA,2021/2/18,5,79,40,6,130
THA,2021/2/19,12,41,24,5,82
THA,2021/2/20,12,37,32,11,92
THA,2021/2/21,7,48,29,5,89
THA,2021/2/22,8,50,29,8,95
THA,2021/2/23,2,50,33,7,92
THA,2021/2/24,7,39,25,1,72
THA,2021/2/25,3,20,13,9,45
THA,2021/2/26,14,38,15,5,72
THA,2021/2/27,6,37,21,6,70
THA,2021/2/28,6,55,16,3,80
THA,2021/3/1,6,20,11,6,43
THA,2021/3/2,2,24,10,0,36
THA,2021/3/3,6,28,16,4,54
THA,2021/3/4,1,35,14,4,54
THA,2021/3/5,2,43,21,0,66
THA,2021/3/6,4,31,27,3,65
THA,2021/3/7,3,45,23,1,72
THA,2021/3/8,7,34,17,1,59
THA,2021/3/9,6,12,14,4,36
THA,2021/3/10,3,40,12,3,58
THA,2021/3/11,9,50,17,3,79
THA,2021/3/12,5,50,18,6,79
THA,2021/3/13,5,98,56,10,169
THA,2021/3/14,4,46,20,8,78
THA,2021/3/15,2,39,15,3,59
THA,2021/3/16,9,121,52,10,192
THA,2021/3/17,8,37,34,13,92
THA,2021/3/18,7,65,22,7,101
THA,2021/3/19,14,45,51,8,118
THA,2021/3/20,12,51,25,2,90
THA,2021/3/21,2,50,20,3,75
THA,2021/3/22,8,43,26,4,81
THA,2021/3/23,9,32,21,7,69
THA,2021/3/24,8,48,33,8,97
THA,2021/3/25,10,68,46,10,134
THA,2021/3/26,7,38,28,7,80
THA,2021/3/27,6,45,20,8,79
THA,2021/3/28,3,22,13,4,42
THA,2021/3/29,4,24,17,2,47
THA,2021/3/30,5,24,8,2,39
THA,2021/3/31,2,18,5,2,27
BEL,2020/3/1,5,2,10,2,19
BEL,2020/3/2,5,1,10,3,19
BEL,2020/3/3,5,10,13,6,34
BEL,2020/3/4,15,11,15,11,52
BEL,2020/3/5,8,27,38,8,81
BEL,2020/3/6,13,25,54,18,110
BEL,2020/3/7,2,6,13,6,27
BEL,2020/3/8,5,13,26,19,63
BEL,2020/3/9,6,19,50,18,93
BEL,2020/3/10,6,27,43,23,99
BEL,2020/3/11,13,45,68,46,172
BEL,2020/3/12,11,61,89,86,247
BEL,2020/3/13,11,107,130,87,335
BEL,2020/3/14,3,37,60,77,177
BEL,2020/3/15,5,49,63,97,214
BEL,2020/3/16,3,79,152,152,386
BEL,2020/3/17,9,104,126,183,422
BEL,2020/3/18,8,100,189,237,534
BEL,2020/3/19,7,132,254,319,712
BEL,2020/3/20,12,115,231,304,662
BEL,2020/3/21,2,83,161,222,468
BEL,2020/3/22,4,77,178,227,486
BEL,2020/3/23,20,293,429,585,1327
BEL,2020/3/24,15,221,404,547,1187
BEL,2020/3/25,11,222,382,579,1194
BEL,2020/3/26,18,260,443,639,1360
BEL,2020/3/27,11,238,522,746,1517
BEL,2020/3/28,12,139,299,391,841
BEL,2020/3/29,6,148,228,301,683
BEL,2020/3/30,14,325,591,807,1737
BEL,2020/3/31,20,293,471,896,1680
BEL,2020/4/1,20,273,459,762,1514
BEL,2020/4/2,22,274,418,762,1476
BEL,2020/4/3,19,315,420,937,1691
BEL,2020/4/4,8,152,264,498,922
BEL,2020/4/5,10,119,202,334,665
BEL,2020/4/6,18,365,505,1042,1930
BEL,2020/4/7,15,250,411,829,1505
BEL,2020/4/8,19,244,426,905,1594
BEL,2020/4/9,25,378,449,1384,2236
BEL,2020/4/10,26,465,561,1280,2332
BEL,2020/4/11,12,176,188,651,1027
BEL,2020/4/12,5,106,111,300,522
BEL,2020/4/13,6,102,131,298,537
BEL,2020/4/14,12,300,395,848,1555
BEL,2020/4/15,16,269,324,1024,1633
BEL,2020/4/16,22,288,313,1050,1673
BEL,2020/4/17,14,249,272,856,1391
BEL,2020/4/18,12,128,146,436,722
BEL,2020/4/19,11,63,71,297,442
BEL,2020/4/20,18,221,271,761,1271
BEL,2020/4/21,15,240,295,718,1268
BEL,2020/4/22,11,149,183,434,777
BEL,2020/4/23,13,173,191,595,972
BEL,2020/4/24,8,149,203,448,808
BEL,2020/4/25,8,70,91,217,386
BEL,2020/4/26,6,38,69,91,204
BEL,2020/4/27,14,180,194,366,754
BEL,2020/4/28,7,118,153,289,567
BEL,2020/4/29,9,127,140,244,520
BEL,2020/4/30,12,111,154,306,583
BEL,2020/5/1,6,56,55,120,237
BEL,2020/5/2,6,65,62,152,285
BEL,2020/5/3,5,34,37,64,140
BEL,2020/5/4,13,167,215,273,668
BEL,2020/5/5,24,124,154,240,542
BEL,2020/5/6,18,133,165,233,549
BEL,2020/5/7,34,116,111,179,440
BEL,2020/5/8,30,129,134,188,481
BEL,2020/5/9,18,65,70,87,240
BEL,2020/5/10,5,24,28,61,118
BEL,2020/5/11,27,120,151,177,475
BEL,2020/5/12,27,86,118,159,390
BEL,2020/5/13,14,90,81,134,319
BEL,2020/5/14,23,106,66,107,302
BEL,2020/5/15,24,93,95,133,345
BEL,2020/5/16,14,38,43,52,147
BEL,2020/5/17,2,23,29,26,80
BEL,2020/5/18,24,97,86,108,315
BEL,2020/5/19,22,79,76,114,291
BEL,2020/5/20,22,110,120,130,382
BEL,2020/5/21,5,17,21,25,68
BEL,2020/5/22,21,69,67,90,247
BEL,2020/5/23,8,32,29,54,123
BEL,2020/5/24,8,16,18,32,74
BEL,2020/5/25,20,69,98,127,314
BEL,2020/5/26,16,65,55,66,202
BEL,2020/5/27,15,49,52,66,182
BEL,2020/5/28,13,39,50,69,171
BEL,2020/5/29,16,45,45,58,164
BEL,2020/5/30,1,19,15,26,61
BEL,2020/5/31,2,16,13,17,48
BEL,2020/6/1,4,14,12,29,59
BEL,2020/6/2,19,46,55,58,178
BEL,2020/6/3,17,55,41,44,157
BEL,2020/6/4,15,40,47,70,172
BEL,2020/6/5,11,55,44,44,154
BEL,2020/6/6,7,23,16,22,68
BEL,2020/6/7,6,15,12,19,52
BEL,2020/6/8,14,44,42,50,150
BEL,2020/6/9,17,45,34,46,142
BEL,2020/6/10,15,34,33,37,119
BEL,2020/6/11,12,27,29,27,95
BEL,2020/6/12,11,33,22,22,88
BEL,2020/6/13,5,15,12,17,49
BEL,2020/6/14,0,7,6,9,22
BEL,2020/6/15,19,39,42,46,146
BEL,2020/6/16,9,36,24,30,99
BEL,2020/6/17,16,45,25,35,121
BEL,2020/6/18,17,43,24,23,107
BEL,2020/6/19,27,49,19,25,120
BEL,2020/6/20,9,18,5,18,50
BEL,2020/6/21,3,4,5,8,20
BEL,2020/6/22,17,34,40,50,141
BEL,2020/6/23,20,38,33,19,110
BEL,2020/6/24,22,41,19,18,100
BEL,2020/6/25,12,30,18,15,75
BEL,2020/6/26,18,33,36,24,111
BEL,2020/6/27,2,15,11,13,41
BEL,2020/6/28,2,6,6,9,23
BEL,2020/6/29,22,39,38,26,125
BEL,2020/6/30,18,39,25,17,99
BEL,2020/7/1,27,51,35,20,133
BEL,2020/7/2,15,30,23,23,91
BEL,2020/7/3,13,30,23,28,94
BEL,2020/7/4,13,17,21,13,64
BEL,2020/7/5,2,4,9,9,24
BEL,2020/7/6,15,38,33,26,112
BEL,2020/7/7,10,39,35,15,99
BEL,2020/7/8,19,55,38,24,136
BEL,2020/7/9,15,43,48,18,124
BEL,2020/7/10,20,50,38,19,127
BEL,2020/7/11,9,21,14,18,62
BEL,2020/7/12,5,13,12,13,43
BEL,2020/7/13,27,87,62,48,224
BEL,2020/7/14,30,94,47,34,205
BEL,2020/7/15,38,113,62,44,257
BEL,2020/7/16,40,84,68,30,222
BEL,2020/7/17,55,102,71,46,274
BEL,2020/7/18,23,47,37,23,130
BEL,2020/7/19,13,24,17,10,64
BEL,2020/7/20,97,176,117,51,441
BEL,2020/7/21,21,51,41,32,145
BEL,2020/7/22,97,234,157,63,551
BEL,2020/7/23,77,188,119,55,439
BEL,2020/7/24,103,214,116,62,495
BEL,2020/7/25,38,94,71,26,229
BEL,2020/7/26,30,66,49,39,184
BEL,2020/7/27,125,209,180,76,590
BEL,2020/7/28,110,298,201,73,682
BEL,2020/7/29,112,285,208,95,700
BEL,2020/7/30,115,248,180,91,634
BEL,2020/7/31,132,265,210,75,682
BEL,2020/8/1,50,131,89,39,309
BEL,2020/8/2,23,71,37,16,147
BEL,2020/8/3,155,322,214,100,791
BEL,2020/8/4,152,336,239,81,808
BEL,2020/8/5,124,333,219,85,761
BEL,2020/8/6,146,317,219,85,767
BEL,2020/8/7,164,306,193,103,766
BEL,2020/8/8,68,119,81,34,302
BEL,2020/8/9,19,41,41,21,122
BEL,2020/8/10,156,348,257,107,868
BEL,2020/8/11,147,306,198,63,714
BEL,2020/8/12,111,233,170,93,607
BEL,2020/8/13,119,251,185,109,664
BEL,2020/8/14,124,209,162,88,583
BEL,2020/8/15,34,61,47,19,161
BEL,2020/8/16,25,52,35,20,132
BEL,2020/8/17,139,278,221,66,704
BEL,2020/8/18,121,295,213,92,721
BEL,2020/8/19,114,233,201,64,612
BEL,2020/8/20,120,257,131,70,578
BEL,2020/8/21,113,206,134,55,508
BEL,2020/8/22,30,103,52,18,203
BEL,2020/8/23,15,57,32,9,113
BEL,2020/8/24,115,264,182,45,606
BEL,2020/8/25,108,219,144,56,527
BEL,2020/8/26,102,235,131,56,524
BEL,2020/8/27,126,228,130,51,535
BEL,2020/8/28,139,231,174,70,614
BEL,2020/8/29,33,88,48,25,194
BEL,2020/8/30,22,47,33,14,116
BEL,2020/8/31,146,241,183,64,634
BEL,2020/9/1,115,236,154,59,564
BEL,2020/9/2,105,234,179,54,572
BEL,2020/9/3,145,280,194,55,674
BEL,2020/9/4,170,284,190,82,726
BEL,2020/9/5,70,129,88,35,322
BEL,2020/9/6,28,59,52,15,154
BEL,2020/9/7,207,337,260,114,918
BEL,2020/9/8,207,352,215,96,870
BEL,2020/9/9,236,418,269,97,1020
BEL,2020/9/10,257,464,285,135,1141
BEL,2020/9/11,333,471,333,143,1280
BEL,2020/9/12,138,257,138,82,615
BEL,2020/9/13,77,115,68,40,300
BEL,2020/9/14,446,594,447,233,1720
BEL,2020/9/15,380,606,440,202,1628
BEL,2020/9/16,459,701,539,242,1941
BEL,2020/9/17,410,714,460,165,1749
BEL,2020/9/18,414,607,449,233,1703
BEL,2020/9/19,190,348,228,126,892
BEL,2020/9/20,93,186,116,64,459
BEL,2020/9/21,448,804,630,317,2199
BEL,2020/9/22,445,814,543,269,2071
BEL,2020/9/23,424,821,616,233,2094
BEL,2020/9/24,402,711,450,227,1790
BEL,2020/9/25,347,633,429,206,1615
BEL,2020/9/26,230,387,291,157,1065
BEL,2020/9/27,120,210,134,92,556
BEL,2020/9/28,552,1090,758,364,2764
BEL,2020/9/29,563,1180,809,426,2978
BEL,2020/9/30,668,1241,906,433,3248
BEL,2020/10/1,668,1336,936,460,3400
BEL,2020/10/2,667,1407,1073,570,3717
BEL,2020/10/3,330,651,461,270,1712
BEL,2020/10/4,164,438,295,145,1042
BEL,2020/10/5,847,2032,1613,775,5267
BEL,2020/10/6,1007,2183,1671,851,5712
BEL,2020/10/7,1301,2776,1953,820,6850
BEL,2020/10/8,1178,2673,1891,891,6633
BEL,2020/10/9,1459,3058,2231,1150,7898
BEL,2020/10/10,837,1606,1269,635,4347
BEL,2020/10/11,418,902,710,364,2394
BEL,2020/10/12,1678,3575,3085,1484,9822
BEL,2020/10/13,2301,4787,3764,1839,12691
BEL,2020/10/14,2195,4583,3697,2000,12475
BEL,2020/10/15,2057,4331,3613,1941,11942
BEL,2020/10/16,2375,5038,3959,2326,13698
BEL,2020/10/17,1455,2925,2446,1275,8101
BEL,2020/10/18,735,1527,1293,739,4294
BEL,2020/10/19,2514,5415,4966,2804,15699
BEL,2020/10/20,3074,6848,6206,3325,19453
BEL,2020/10/21,2499,6167,5686,3115,17467
BEL,2020/10/22,2152,6336,5746,3398,17632
BEL,2020/10/23,2231,6408,6165,4015,18819
BEL,2020/10/24,1301,4043,3711,2464,11519
BEL,2020/10/25,504,1681,1593,1081,4859
BEL,2020/10/26,1917,6613,7014,4204,19748
BEL,2020/10/27,2123,7412,7600,4926,22061
BEL,2020/10/28,1733,6102,5975,4043,17853
BEL,2020/10/29,1271,4947,5041,3722,14981
BEL,2020/10/30,1259,4958,5013,4116,15346
BEL,2020/10/31,477,1988,2046,1778,6289
BEL,2020/11/1,185,852,833,765,2635
BEL,2020/11/2,860,4481,4788,3629,13758
BEL,2020/11/3,714,3836,4299,3145,11994
BEL,2020/11/4,630,2990,3059,2483,9162
BEL,2020/11/5,533,2401,2434,2215,7583
BEL,2020/11/6,482,2073,2129,1876,6560
BEL,2020/11/7,204,1005,923,846,2978
BEL,2020/11/8,87,437,505,409,1438
